root@vmi2735602:/opt/trading-bot-v91# docker-compose logs trading-bot
trading-bot-v91  | INFO:binance_handler:Successfully connected to Binance Futures (testnet=True)
trading-bot-v91  | [SQL: INSERT INTO decision_traces (trace_id, symbol, action, tier, alert_timestamp, processing_stage, final_decision, rejection_reason, position_size_pct, position_size_usdt, leverage_used, leverage_suggested, stop_loss_pct, take_profit_1_pct, take_profit_2_pct, take_profit_3_pct, ml_confidence, risk_score, market_regime, regime_confidence, pine_health_score, atr_percentile, adx_strength, volume_profile_score, processing_time_ms, api_latency_ms, decision_latency_ms, trade_id, alert_history_id, raw_alert_data, decision_context, created_at, completed_at) VALUES (%(trace_id)s, %(symbol)s, %(action)s, %(tier)s, %(alert_timestamp)s, %(processing_stage)s, %(final_decision)s, %(rejection_reason)s, %(position_size_pct)s, %(position_size_usdt)s, %(leverage_used)s, %(leverage_suggested)s, %(stop_loss_pct)s, %(take_profit_1_pct)s, %(take_profit_2_pct)s, %(take_profit_3_pct)s, %(ml_confidence)s, %(risk_score)s, %(market_regime)s, %(regime_confidence)s, %(pine_health_score)s, %(atr_percentile)s, %(adx_strength)s, %(volume_profile_score)s, %(processing_time_ms)s, %(api_latency_ms)s, %(decision_latency_ms)s, %(trade_id)s, %(alert_history_id)s, %(raw_alert_data)s, %(decision_context)s, %(created_at)s, %(completed_at)s) RETURNING decision_traces.id]
trading-bot-v91  | [parameters: {'trace_id': '632a817e-e63a-4289-bdd4-67098a94160b', 'symbol': 'BNBUSDT.P', 'action': 'EMERGENCY_SELL', 'tier': 'Emergency', 'alert_timestamp': datetime.datetime(2025, 8, 31, 22, 50, 3, 346612), 'processing_stage': 'received', 'final_decision': 'PROCESSING', 'rejection_reason': None, 'position_size_pct': None, 'position_size_usdt': None, 'leverage_used': None, 'leverage_suggested': None, 'stop_loss_pct': None, 'take_profit_1_pct': None, 'take_profit_2_pct': None, 'take_profit_3_pct': None, 'ml_confidence': None, 'risk_score': None, 'market_regime': None, 'regime_confidence': None, 'pine_health_score': None, 'atr_percentile': None, 'adx_strength': None, 'volume_profile_score': None, 'processing_time_ms': None, 'api_latency_ms': None, 'decision_latency_ms': None, 'trade_id': None, 'alert_history_id': None, 'raw_alert_data': '{"action": "emergency_sell", "symbol": "BNBUSDT.P", "price": 864.34, "sl": 865.387062, "tp1": 864.032554, "tp2": 863.509023, "tp3": 862.985492, "brea ... (564 characters truncated) ... ": null, "alert_id": null, "idempotency_key": "2eadfdd9e8e3c38f70f0f191d8f7f322", "received_at": "2025-08-31T22:50:03.346521", "latency_metrics": {}}', 'decision_context': '{"bot_mode": null, "paused": false, "emergency_mode": false, "active_positions": 0, "daily_pnl": 0.0, "daily_trades": 0}', 'created_at': datetime.datetime(2025, 8, 31, 22, 50, 3, 347880), 'completed_at': None}]
trading-bot-v91  | (Background on this error at: https://sqlalche.me/e/14/9h9h)
trading-bot-v91  | INFO:__main__:📡 Received signal for BNBUSDT.P - emergency_sell [Trace: None]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
trading-bot-v91  | INFO:mode_manager:📊 Trade parameters for emergency mode: {'leverage': 1, 'position_size_multiplier': 0.2, 'stop_loss_multiplier': 0.5, 'emergency_mode': True, 'risk_percent': 0.25}
trading-bot-v91  | ERROR:__main__:💥 Error handling signal: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | ERROR:webhook:Failed to process alert: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  |
trading-bot-v91  | During handling of the above exception, another exception occurred:
trading-bot-v91  |
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/webhook.py", line 512, in process_alert_async
trading-bot-v91  |     decision = await bot.handle_signal(alert_dict)
trading-bot-v91  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  |   File "/app/main.py", line 880, in handle_signal
trading-bot-v91  |     await self.discord.send_error_notification(f"Signal handling error: {e}")
trading-bot-v91  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | TypeError: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | INFO:     172.21.0.5:36438 - "POST /webhook/tradingview HTTP/1.1" 200 OK
trading-bot-v91  | WARNING:webhook:⚠️ High latency detected: 2895ms for ETHUSDT.P
trading-bot-v91  | INFO:__main__:🔍 Created diagnostic trace: a7ab8178-c9bd-4bfa-99a2-611fe32aef00
trading-bot-v91  | WARNING:__main__:⚠️ M5 Latency warning: 2943ms for ETHUSDT.P
trading-bot-v91  | ERROR:__main__:🚨 M5 CRITICAL latency: 2943ms for ETHUSDT.P
trading-bot-v91  | INFO:httpx:HTTP Request: POST https://discord.com/api/webhooks/1402990543935373312/J4lKYN25YPPmfU35FPscvggZiZV81LSgUgoRoDdwgE_5dbb5mHU-SvlxW7CxG7Kg7y4T?wait=true "HTTP/1.1 200 OK"
trading-bot-v91  | INFO:__main__:📡 Received signal for ETHUSDT.P - sell [Trace: a7ab8178-c9bd-4bfa-99a2-611fe32aef00]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
trading-bot-v91  | INFO:mode_manager:📊 Trade parameters for emergency mode: {'leverage': 1, 'position_size_multiplier': 0.2, 'stop_loss_multiplier': 0.5, 'emergency_mode': True, 'risk_percent': 0.25}
trading-bot-v91  | ERROR:__main__:💥 Error handling signal: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | INFO:__main__:✅ Completed diagnostic trace: a7ab8178-c9bd-4bfa-99a2-611fe32aef00
trading-bot-v91  | ERROR:webhook:Failed to process alert: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  |
trading-bot-v91  | During handling of the above exception, another exception occurred:
trading-bot-v91  |
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/webhook.py", line 512, in process_alert_async
trading-bot-v91  |     decision = await bot.handle_signal(alert_dict)
trading-bot-v91  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  |   File "/app/main.py", line 880, in handle_signal
trading-bot-v91  |     await self.discord.send_error_notification(f"Signal handling error: {e}")
trading-bot-v91  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | TypeError: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | INFO:     172.21.0.5:36448 - "POST /webhook/tradingview HTTP/1.1" 200 OK
trading-bot-v91  | ERROR:database:Failed to log execution trace: (psycopg2.errors.StringDataRightTruncation) value too long for type character varying(10)
trading-bot-v91  |
trading-bot-v91  | [SQL: INSERT INTO execution_traces (trace_id, symbol, action, stage, timestamp, processing_time_ms, status, message, context_data, trade_id, decision_trace_id, created_at) VALUES (%(trace_id)s, %(symbol)s, %(action)s, %(stage)s, %(timestamp)s, %(processing_time_ms)s, %(status)s, %(message)s, %(context_data)s, %(trade_id)s, %(decision_trace_id)s, %(created_at)s) RETURNING execution_traces.id]
trading-bot-v91  | [parameters: {'trace_id': '48769b9b-6755-4714-bbd6-2028be7399dc', 'symbol': 'BTCUSDT.P', 'action': 'emergency_sell', 'stage': 'started', 'timestamp': datetime.datetime(2025, 8, 31, 23, 20, 0, 989025), 'processing_time_ms': 0, 'status': 'running', 'message': 'Started alert_processing', 'context_data': '{"symbol": "BTCUSDT.P", "action": "emergency_sell", "tier": "Emergency", "idempotency_key": "4535a8fe8b8e5271a018b3a798845f51"}', 'trade_id': None, 'decision_trace_id': None, 'created_at': datetime.datetime(2025, 8, 31, 23, 20, 0, 989037)}]
trading-bot-v91  | (Background on this error at: https://sqlalche.me/e/14/9h9h)
trading-bot-v91  | ERROR:__main__:Error creating diagnostic trace: (psycopg2.errors.StringDataRightTruncation) value too long for type character varying(10)
trading-bot-v91  |
trading-bot-v91  | [SQL: INSERT INTO decision_traces (trace_id, symbol, action, tier, alert_timestamp, processing_stage, final_decision, rejection_reason, position_size_pct, position_size_usdt, leverage_used, leverage_suggested, stop_loss_pct, take_profit_1_pct, take_profit_2_pct, take_profit_3_pct, ml_confidence, risk_score, market_regime, regime_confidence, pine_health_score, atr_percentile, adx_strength, volume_profile_score, processing_time_ms, api_latency_ms, decision_latency_ms, trade_id, alert_history_id, raw_alert_data, decision_context, created_at, completed_at) VALUES (%(trace_id)s, %(symbol)s, %(action)s, %(tier)s, %(alert_timestamp)s, %(processing_stage)s, %(final_decision)s, %(rejection_reason)s, %(position_size_pct)s, %(position_size_usdt)s, %(leverage_used)s, %(leverage_suggested)s, %(stop_loss_pct)s, %(take_profit_1_pct)s, %(take_profit_2_pct)s, %(take_profit_3_pct)s, %(ml_confidence)s, %(risk_score)s, %(market_regime)s, %(regime_confidence)s, %(pine_health_score)s, %(atr_percentile)s, %(adx_strength)s, %(volume_profile_score)s, %(processing_time_ms)s, %(api_latency_ms)s, %(decision_latency_ms)s, %(trade_id)s, %(alert_history_id)s, %(raw_alert_data)s, %(decision_context)s, %(created_at)s, %(completed_at)s) RETURNING decision_traces.id]
trading-bot-v91  | [parameters: {'trace_id': 'ce8ef051-0fe7-4dc9-96e1-bee3245fea65', 'symbol': 'BTCUSDT.P', 'action': 'EMERGENCY_SELL', 'tier': 'Emergency', 'alert_timestamp': datetime.datetime(2025, 8, 31, 23, 20, 0, 993176), 'processing_stage': 'received', 'final_decision': 'PROCESSING', 'rejection_reason': None, 'position_size_pct': None, 'position_size_usdt': None, 'leverage_used': None, 'leverage_suggested': None, 'stop_loss_pct': None, 'take_profit_1_pct': None, 'take_profit_2_pct': None, 'take_profit_3_pct': None, 'ml_confidence': None, 'risk_score': None, 'market_regime': None, 'regime_confidence': None, 'pine_health_score': None, 'atr_percentile': None, 'adx_strength': None, 'volume_profile_score': None, 'processing_time_ms': None, 'api_latency_ms': None, 'decision_latency_ms': None, 'trade_id': None, 'alert_history_id': None, 'raw_alert_data': '{"action": "emergency_sell", "symbol": "BTCUSDT.P", "price": 108484.2, "sl": 108766.781763, "tp1": 108370.030169, "tp2": 108228.739287, "tp3": 108087 ... (583 characters truncated) ... ": null, "alert_id": null, "idempotency_key": "4535a8fe8b8e5271a018b3a798845f51", "received_at": "2025-08-31T23:20:00.993046", "latency_metrics": {}}', 'decision_context': '{"bot_mode": null, "paused": false, "emergency_mode": false, "active_positions": 0, "daily_pnl": 0.0, "daily_trades": 0}', 'created_at': datetime.datetime(2025, 8, 31, 23, 20, 0, 996437), 'completed_at': None}]
trading-bot-v91  | (Background on this error at: https://sqlalche.me/e/14/9h9h)
trading-bot-v91  | INFO:__main__:📡 Received signal for BTCUSDT.P - emergency_sell [Trace: None]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
trading-bot-v91  | INFO:mode_manager:📊 Trade parameters for emergency mode: {'leverage': 1, 'position_size_multiplier': 0.2, 'stop_loss_multiplier': 0.5, 'emergency_mode': True, 'risk_percent': 0.25}
trading-bot-v91  | ERROR:__main__:💥 Error handling signal: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | ERROR:webhook:Failed to process alert: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  |
trading-bot-v91  | During handling of the above exception, another exception occurred:
trading-bot-v91  |
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/webhook.py", line 512, in process_alert_async
trading-bot-v91  |     decision = await bot.handle_signal(alert_dict)
trading-bot-v91  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  |   File "/app/main.py", line 880, in handle_signal
trading-bot-v91  |     await self.discord.send_error_notification(f"Signal handling error: {e}")
trading-bot-v91  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | TypeError: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | INFO:     172.21.0.5:36448 - "POST /webhook/tradingview HTTP/1.1" 200 OK
trading-bot-v91  | WARNING:webhook:⚠️ High latency detected: 2001ms for BNBUSDT.P
trading-bot-v91  | INFO:__main__:🔍 Created diagnostic trace: d80de4df-e358-426c-9288-5e1eb33d16f6
trading-bot-v91  | WARNING:__main__:⚠️ M5 Latency warning: 2061ms for BNBUSDT.P
trading-bot-v91  | ERROR:__main__:🚨 M5 CRITICAL latency: 2061ms for BNBUSDT.P
trading-bot-v91  | INFO:httpx:HTTP Request: POST https://discord.com/api/webhooks/1402990543935373312/J4lKYN25YPPmfU35FPscvggZiZV81LSgUgoRoDdwgE_5dbb5mHU-SvlxW7CxG7Kg7y4T?wait=true "HTTP/1.1 200 OK"
trading-bot-v91  | INFO:__main__:📡 Received signal for BNBUSDT.P - sell [Trace: d80de4df-e358-426c-9288-5e1eb33d16f6]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
trading-bot-v91  | INFO:mode_manager:📊 Trade parameters for emergency mode: {'leverage': 1, 'position_size_multiplier': 0.2, 'stop_loss_multiplier': 0.5, 'emergency_mode': True, 'risk_percent': 0.25}
trading-bot-v91  | ERROR:__main__:💥 Error handling signal: 'DecisionEngine' object has no attribute 'optimize_parameters'
